appid,pos_reviews,neg_reviews,total_reviews,review_score_desc
1587540,377,155,532,Mostly Positive
2192770,0,0,0,No user reviews
1205240,119,15,134,Very Positive
593280,2500,125,2625,Overwhelmingly Positive
929490,0,0,0,No user reviews
497700,54,11,65,Very Positive
1245430,1226,77,1303,Very Positive
1088640,79,44,123,Mixed
10464,0,0,0,No user reviews
2192770,0,0,0,No user reviews
1948120,32,7,39,Positive
692890,5719,244,5963,Overwhelmingly Positive
1913210,543,262,805,Mixed
893720,136,17,153,Very Positive
918950,23,6,29,Mostly Positive
706020,307,175,482,Mixed
287700,31029,2999,34028,Very Positive
254080,57,45,102,Mixed
1205240,119,15,134,Very Positive
1556870,286,75,361,Mostly Positive
1191900,470,43,513,Very Positive
1205240,119,15,134,Very Positive
1205240,119,15,134,Very Positive
2148903,17,5,22,Mostly Positive
1361510,4743,192,4935,Overwhelmingly Positive
2186250,14,5,19,Mostly Positive
315660,1226,328,1554,Mostly Positive
2192770,0,0,0,No user reviews
2261870,13,0,13,Positive
25830,906,83,989,Very Positive
301200,124,26,150,Very Positive
993790,285,26,311,Very Positive
543870,685,82,767,Very Positive
1205240,119,15,134,Very Positive
201790,5280,415,5695,Very Positive
522220,7,4,11,Mixed
598500,3,4,7,7 user reviews
312840,1173,396,1569,Mostly Positive
1952840,14,3,17,Positive
1262060,279,30,309,Very Positive
753230,60,24,84,Mostly Positive
1045290,3,1,4,4 user reviews
260730,570,93,663,Very Positive
690040,4050,710,4760,Very Positive
1620720,63,7,70,Very Positive
1748230,61,6,67,Very Positive
1071200,119,77,196,Mixed
1321680,517,165,682,Mostly Positive
616950,38,4,42,Positive
1089090,3265,201,3466,Very Positive
1812960,27,4,31,Positive
581300,58,65,123,Mixed
514460,19,27,46,Mixed
3130,166,45,211,Mostly Positive
2342310,16,6,22,Mostly Positive
721340,72,35,107,Mixed
2155770,147,39,186,Mostly Positive
225640,732,241,973,Mostly Positive
1001150,19,3,22,Positive
864160,201,78,279,Mostly Positive
523210,1031,137,1168,Very Positive
1218220,0,0,0,No user reviews
1683100,76,23,99,Mostly Positive
339840,17,14,31,Mixed
2192770,0,0,0,No user reviews
359350,242,28,270,Very Positive
338163,187,175,362,Mixed
2192770,0,0,0,No user reviews
12320,786,224,1010,Mostly Positive
1291010,1414,149,1563,Very Positive
736820,1124,342,1466,Mostly Positive
638230,8156,631,8787,Very Positive
1323470,239,51,290,Very Positive
2144482,4,1,5,5 user reviews
897670,414,53,467,Very Positive
1535780,22,9,31,Mostly Positive
39550,201,124,325,Mixed
448370,717,59,776,Very Positive
1094720,40,24,64,Mixed
1377570,0,0,0,No user reviews
1205240,119,15,134,Very Positive
1856190,20,13,33,Mixed
539470,1632,324,1956,Very Positive
369180,18,12,30,Mixed
1348690,72,12,84,Very Positive
1449230,46,16,62,Mostly Positive
410900,6016,460,6476,Very Positive
952892,24,5,29,Positive
1268420,30,4,34,Positive
1102190,10491,331,10822,Overwhelmingly Positive
625350,2,4,6,6 user reviews
375460,67,155,222,Mostly Negative
2391960,76,46,122,Mixed
1444300,262,8,270,Very Positive
916050,10,6,16,Mixed
2192770,0,0,0,No user reviews
1790540,0,0,0,No user reviews
30635,0,0,0,No user reviews
1161420,11,2,13,Positive
1122720,2935,112,3047,Overwhelmingly Positive
1159930,0,0,0,No user reviews
2374110,0,0,0,No user reviews
2195250,4989,4038,9027,Mixed
1181610,37,1,38,Positive
277890,600,89,689,Very Positive
331980,18,19,37,Mixed
2114701,0,0,0,No user reviews
2179800,68,50,118,Mixed
388750,761,46,807,Very Positive
1681430,2749,177,2926,Very Positive
364980,5,5,10,Mixed
764300,276,23,299,Very Positive
2195670,6,0,6,6 user reviews
1062830,413,42,455,Very Positive
1374840,1094,368,1462,Mostly Positive
1649880,125,17,142,Very Positive
614581,65,52,117,Mixed
300630,67,23,90,Mostly Positive
498240,5142,974,6116,Very Positive
1160540,23,0,23,Positive
323580,755,207,962,Mostly Positive
305620,29987,3353,33340,Very Positive
803330,5457,338,5795,Very Positive
312610,653,104,757,Very Positive
1083870,80,26,106,Mostly Positive
1507190,342,28,370,Very Positive
10583,0,0,0,No user reviews
898890,565,29,594,Overwhelmingly Positive
48800,446,456,902,Mixed
15543,0,0,0,No user reviews
1193870,10,2,12,Positive
416790,182,28,210,Very Positive
435530,1506,386,1892,Mostly Positive
798460,1544,264,1808,Very Positive
557600,3889,173,4062,Overwhelmingly Positive
1075740,883,222,1105,Mostly Positive
1294880,24,13,37,Mixed
804760,43,7,50,Very Positive
1730590,1117,117,1234,Very Positive
43100,94,25,119,Mostly Positive
896960,42,10,52,Very Positive
1205240,119,15,134,Very Positive
1497440,1209,63,1272,Overwhelmingly Positive
1937690,14,9,23,Mixed
979310,56,12,68,Very Positive
2192770,0,0,0,No user reviews
222880,33026,2703,35729,Very Positive
215370,4,1,5,5 user reviews
600080,102,36,138,Mostly Positive
689900,159,19,178,Very Positive
1531472,8,0,8,8 user reviews
410900,6016,460,6476,Very Positive
1545560,953,44,997,Overwhelmingly Positive
339850,25,12,37,Mixed
896440,122,56,178,Mixed
289380,17,3,20,Positive
735580,203,15,218,Very Positive
351910,113,98,211,Mixed
1520760,79,39,118,Mixed
894840,0,0,0,No user reviews
740130,8581,1011,9592,Very Positive
1920480,369,68,437,Very Positive
2183640,34,8,42,Positive
1037590,212,31,243,Very Positive
2170100,11,1,12,Positive
1205,0,0,0,No user reviews
1178220,885,61,946,Very Positive
2071280,2104,357,2461,Very Positive
1264250,950,274,1224,Mostly Positive
965230,497,80,577,Very Positive
651670,1084,231,1315,Very Positive
1456180,80,24,104,Mostly Positive
4520,86,32,118,Mostly Positive
1176710,741,175,916,Very Positive
207140,8538,497,9035,Very Positive
1215320,53,5,58,Very Positive
929010,428,484,912,Mixed
278550,35,19,54,Mixed
2377001,128,5,133,Very Positive
311340,5646,1158,6804,Very Positive
1900,184,130,314,Mixed
522652,2,0,2,2 user reviews
1338962,0,0,0,No user reviews
546180,6,5,11,Mixed
233450,28023,3255,31278,Very Positive
458490,7,9,16,Mixed
462780,2828,458,3286,Very Positive
1528441,2,1,3,3 user reviews
201802,12,3,15,Positive
1623070,386,137,523,Mostly Positive
1827250,4,4,8,8 user reviews
394310,2196,830,3026,Mostly Positive
630720,175,55,230,Mostly Positive
305620,29989,3352,33341,Very Positive
508300,34,32,66,Mixed
1372530,974,132,1106,Very Positive
2098231,1,0,1,1 user reviews
1191620,9,3,12,Mostly Positive
361190,77,73,150,Mixed
889970,2,3,5,5 user reviews
1853140,0,1,1,1 user reviews
486570,121,70,191,Mixed
242550,2365,369,2734,Very Positive
992176,47,9,56,Very Positive
678950,20476,1977,22453,Very Positive
827240,121,194,315,Mostly Negative
940710,249,18,267,Very Positive
571720,89,35,124,Mostly Positive
13570,2586,205,2791,Very Positive
643200,107,35,142,Mostly Positive
1968893,1,2,3,3 user reviews
1304930,16209,856,17065,Very Positive
310850,28,57,85,Mostly Negative
1106830,83,5,88,Very Positive
599610,271,12,283,Very Positive
259190,111,62,173,Mixed
322950,13,26,39,Mostly Negative
284441,27,10,37,Mostly Positive
2062120,0,0,0,No user reviews
2062120,0,0,0,No user reviews
1194700,67,65,132,Mixed
978520,1129,350,1479,Mostly Positive
28665,0,0,0,No user reviews
598940,19,10,29,Mixed
1403830,64,14,78,Very Positive
1287530,261,71,332,Mostly Positive
780350,108,41,149,Mostly Positive
307670,1537,513,2050,Mostly Positive
2130960,46,2,48,Positive
1082710,3390,84,3474,Overwhelmingly Positive
1206430,585,129,714,Very Positive
604540,1184,1157,2341,Mixed
12477,0,0,0,No user reviews
1869410,5,0,5,5 user reviews
1767240,13,2,15,Positive
667720,1379,319,1698,Very Positive
942290,263,144,407,Mixed
1205240,119,15,134,Very Positive
1287840,535,191,726,Mostly Positive
1720090,52,10,62,Very Positive
2307480,1,0,1,1 user reviews
1253860,40,33,73,Mixed
2194660,1,3,4,4 user reviews
1811230,4,0,4,4 user reviews
1677770,3663,43,3706,Overwhelmingly Positive
738520,3446,1203,4649,Mostly Positive
2133143,0,0,0,No user reviews
1815570,413,31,444,Very Positive
7530,46,69,115,Mixed
1609870,26,11,37,Mostly Positive
391170,119,23,142,Very Positive
12261,0,0,0,No user reviews
439800,22,5,27,Positive
1099460,18,8,26,Mixed
1141120,21,4,25,Positive
1234430,72,15,87,Very Positive
692080,17,1,18,Positive
1303313,8,4,12,Mixed
964990,41,5,46,Positive
711980,511,92,603,Very Positive
589280,30,2,32,Positive
502500,13351,1822,15173,Very Positive
2097350,1,1,2,2 user reviews
916180,10,6,16,Mixed
333580,5,1,6,6 user reviews
65500,43,33,76,Mixed
979070,578,91,669,Very Positive
1282410,786,190,976,Very Positive
1205240,119,15,134,Very Positive
265120,89,101,190,Mixed
427490,435,90,525,Very Positive
272510,1434,382,1816,Mostly Positive
2192770,0,0,0,No user reviews
1227280,905,170,1075,Very Positive
1205240,119,15,134,Very Positive
1266030,960,87,1047,Very Positive
1050000,34,3,37,Positive
979690,8157,2325,10482,Mostly Positive
21037,0,0,0,No user reviews
12661,0,0,0,No user reviews
1178210,148,19,167,Very Positive
960781,0,0,0,No user reviews
940580,21,18,39,Mixed
1184351,0,0,0,No user reviews
1937500,985,33,1018,Overwhelmingly Positive
2391960,76,46,122,Mixed
2014690,6,3,9,9 user reviews
253880,141,57,198,Mostly Positive
1015920,214,6,220,Very Positive
249230,906,456,1362,Mixed
6830,696,153,849,Very Positive
868490,0,0,0,No user reviews
351970,2659,708,3367,Mostly Positive
532920,56,30,86,Mixed
1992293,4,1,5,5 user reviews
687500,32,29,61,Mixed
1401400,20,16,36,Mixed
411300,3273,1567,4840,Mixed
1228710,7,1,8,8 user reviews
899440,2294,336,2630,Very Positive
1498760,56,251,307,Very Negative
2192770,0,0,0,No user reviews
1116540,144,22,166,Very Positive
301190,240,53,293,Very Positive
551860,431,173,604,Mostly Positive
25930,57,42,99,Mixed
20550,276,242,518,Mixed
2054470,26,10,36,Mostly Positive
689910,263,24,287,Very Positive
348440,63,5,68,Very Positive
1958560,7,24,31,Mostly Negative
664000,169,43,212,Mostly Positive
1205240,119,15,134,Very Positive
15227,0,0,0,No user reviews
1756130,175,121,296,Mixed
1205240,119,15,134,Very Positive
1189650,1,1,2,2 user reviews
608760,33,8,41,Positive
1401490,62,31,93,Mixed
234670,2900,363,3263,Very Positive
1356810,294,25,319,Very Positive
1116060,10,17,27,Mostly Negative
1329500,1434,94,1528,Very Positive
15021,0,0,0,No user reviews
1392840,1592,294,1886,Very Positive
1824930,0,0,0,No user reviews
1367250,6,0,6,6 user reviews
2488510,333,86,419,Mostly Positive
11176,0,0,0,No user reviews
513710,24128,7888,32016,Mostly Positive
1966880,86,12,98,Very Positive
11550,91,23,114,Mostly Positive
232090,33490,4603,38093,Very Positive
261030,10876,518,11394,Overwhelmingly Positive
842100,703,312,1015,Mixed
635390,60,18,78,Mostly Positive
501020,24,9,33,Mostly Positive
1076550,208,19,227,Very Positive
1658150,1125,145,1270,Very Positive
313810,73,43,116,Mixed
1704470,10,3,13,Mostly Positive
21037,0,0,0,No user reviews
594650,58704,10684,69388,Very Positive
1282150,945,76,1021,Very Positive
605800,37,22,59,Mixed
756530,234,141,375,Mixed
243200,750,92,842,Very Positive
1433340,694,40,734,Very Positive
1368870,187,27,214,Very Positive
1086481,74,26,100,Mostly Positive
436120,76,118,194,Mostly Negative
1471040,78,132,210,Mostly Negative
1952540,61,4,65,Very Positive
748360,626,162,788,Mostly Positive
9460,255,134,389,Mixed
201804,12,5,17,Mostly Positive
561510,4,1,5,5 user reviews
1082430,7749,158,7907,Overwhelmingly Positive
253880,141,57,198,Mostly Positive
1101670,27,6,33,Positive
1634150,1168,70,1238,Very Positive
1288410,31,1,32,Positive
1176670,5,0,5,5 user reviews
1015930,159,144,303,Mixed
390720,281,20,301,Very Positive
307,0,0,0,No user reviews
1171120,20,12,32,Mixed
501300,11663,756,12419,Very Positive
20971,0,0,0,No user reviews
259320,9,27,36,Mostly Negative
1205240,119,15,134,Very Positive
2192770,0,0,0,No user reviews
1372110,2621,410,3031,Very Positive
1047440,536,25,561,Overwhelmingly Positive
203830,605,115,720,Very Positive
208520,501,329,830,Mixed
584140,384,360,744,Mixed
865830,104,10,114,Very Positive
1205240,119,15,134,Very Positive
1358840,29,24,53,Mixed
61500,387,118,505,Mostly Positive
791200,59,2,61,Very Positive
1076200,1244,210,1454,Very Positive
589150,6,6,12,Mixed
606730,92,67,159,Mixed
1932460,1,4,5,5 user reviews
215160,790,96,886,Very Positive
573120,372,104,476,Mostly Positive
895620,848,204,1052,Very Positive
1069690,393,138,531,Mostly Positive
1644210,51,9,60,Very Positive
407472,0,0,0,No user reviews
407472,0,0,0,No user reviews
544610,1637,227,1864,Very Positive
862380,1,0,1,1 user reviews
420740,784,68,852,Very Positive
1330660,224,152,376,Mixed
982290,841,117,958,Very Positive
589530,442,45,487,Very Positive
2331690,0,0,0,No user reviews
1801880,1,0,1,1 user reviews
1557700,9,3,12,Mostly Positive
2192770,0,0,0,No user reviews
1497450,92,12,104,Very Positive
1140290,689,101,790,Very Positive
1784570,90,40,130,Mixed
1172540,14,10,24,Mixed
1179210,1871,83,1954,Overwhelmingly Positive
1503630,5,3,8,8 user reviews
1303183,411,185,596,Mixed
1048540,521,42,563,Very Positive
1531470,112,32,144,Mostly Positive
1829592,11,1,12,Positive
234650,5695,699,6394,Very Positive
294100,87312,1636,88948,Overwhelmingly Positive
1532460,22,19,41,Mixed
1193430,8,2,10,Positive
415300,133,53,186,Mostly Positive
1385380,5227,702,5929,Very Positive
943260,269,73,342,Mostly Positive
374320,83997,5771,89768,Very Positive
715670,12,1,13,Positive
437530,52,21,73,Mostly Positive
739080,126,24,150,Very Positive
506971,1061,168,1229,Very Positive
320,3388,400,3788,Very Positive
285500,320,134,454,Mostly Positive
722560,308,99,407,Mostly Positive
1497160,22,9,31,Mostly Positive
1140000,155,54,209,Mostly Positive
16285,0,0,0,No user reviews
1459960,32,28,60,Mixed
1042490,1404,182,1586,Very Positive
743450,7759,342,8101,Overwhelmingly Positive
1666,0,0,0,No user reviews
1431780,91,2,93,Very Positive
1148020,56,25,81,Mixed
33507,0,0,0,No user reviews
2111560,0,0,0,No user reviews
13245,0,0,0,No user reviews
438490,1412,234,1646,Very Positive
2391960,76,46,122,Mixed
2118540,20,5,25,Positive
1205240,119,15,134,Very Positive
244160,5961,843,6804,Very Positive
971630,60,60,120,Mixed
1793050,7,1,8,8 user reviews
324680,971,39,1010,Overwhelmingly Positive
2192770,0,0,0,No user reviews
690640,2351,169,2520,Very Positive
279623,42,61,103,Mixed
2192770,0,0,0,No user reviews
411893,385,35,420,Very Positive
1169040,4562,219,4781,Overwhelmingly Positive
254060,69,41,110,Mixed
25990,315,16,331,Very Positive
1045610,36,28,64,Mixed
861650,6145,1169,7314,Very Positive
502500,13351,1823,15174,Very Positive
2001014,41,5,46,Positive
1569220,8,25,33,Mostly Negative
820910,65,8,73,Very Positive
400080,512,109,621,Very Positive
442010,416,171,587,Mostly Positive
1449690,4083,98,4181,Overwhelmingly Positive
490080,17,34,51,Mostly Negative
355430,12,10,22,Mixed
1579020,114,47,161,Mostly Positive
1944910,44,22,66,Mixed
2413960,0,0,0,No user reviews
622680,35,12,47,Mostly Positive
1220140,760,249,1009,Mostly Positive
1666,0,0,0,No user reviews
1768280,539,62,601,Very Positive
1154840,571,101,672,Very Positive
1413450,29,4,33,Positive
1624540,1934,409,2343,Very Positive
538020,105,109,214,Mixed
2059170,573,111,684,Very Positive
429620,132,112,244,Mixed
1525260,33,13,46,Mostly Positive
30194,0,0,0,No user reviews
1150080,852,260,1112,Mostly Positive
556990,10,3,13,Mostly Positive
1205240,119,15,134,Very Positive
583030,3,4,7,7 user reviews
313500,255,53,308,Very Positive
1341290,3768,233,4001,Very Positive
406290,1062,149,1211,Very Positive
1578160,56,8,64,Very Positive
470310,2513,152,2665,Very Positive
402020,1132,448,1580,Mostly Positive
40390,673,223,896,Mostly Positive
1528440,3,1,4,4 user reviews
817540,646,130,776,Very Positive
1058450,1243,164,1407,Very Positive
2192770,0,0,0,No user reviews
2192770,0,0,0,No user reviews
642750,331,106,437,Mostly Positive
1205240,119,15,134,Very Positive
991560,274,214,488,Mixed
300380,4052,749,4801,Very Positive
1726384,7,3,10,Mostly Positive
230650,57,78,135,Mixed
889910,390,34,424,Very Positive
1652250,374,38,412,Very Positive
224900,133,75,208,Mixed
557520,78,50,128,Mixed
1744640,3,1,4,4 user reviews
1972440,2402,161,2563,Very Positive
1599020,599,9,608,Overwhelmingly Positive
260860,3,0,3,3 user reviews
1140570,60,8,68,Very Positive
534360,18,13,31,Mixed
246960,100,20,120,Very Positive
302190,68,22,90,Mostly Positive
1170980,11,12,23,Mixed
1766280,2,1,3,3 user reviews
1067220,72,3,75,Very Positive
1791690,14,4,18,Mostly Positive
814570,4,2,6,6 user reviews
785780,28,9,37,Mostly Positive
91104,6,0,6,6 user reviews
1230200,24,5,29,Positive
294100,87312,1636,88948,Overwhelmingly Positive
997030,11,3,14,Mostly Positive
418640,8,6,14,Mixed
1755300,26,21,47,Mixed
628710,34,14,48,Mostly Positive
229080,9,1,10,Positive
1987750,0,0,0,No user reviews
42960,7923,606,8529,Very Positive
362960,4894,808,5702,Very Positive
1413450,29,4,33,Positive
206718,3,0,3,3 user reviews
2192770,0,0,0,No user reviews
1278210,42,3,45,Positive
39660,56,28,84,Mixed
2097360,3,1,4,4 user reviews
2477010,38,31,69,Mixed
338320,127,51,178,Mostly Positive
1676840,2235,586,2821,Mostly Positive
944070,47,5,52,Very Positive
456810,29,15,44,Mixed
1436920,34,9,43,Mostly Positive
2192770,0,0,0,No user reviews
205633,12,4,16,Mostly Positive
102622,32,3,35,Positive
1967430,946,10,956,Overwhelmingly Positive
289360,16,7,23,Mixed
2216830,175,99,274,Mixed
1458100,2801,294,3095,Very Positive
2157560,618,69,687,Very Positive
744750,10,7,17,Mixed
254100,42,21,63,Mixed
253960,42,48,90,Mixed
1266220,88,40,128,Mixed
871420,212,75,287,Mostly Positive
390180,5,6,11,Mixed
679110,152,63,215,Mostly Positive
1021790,628,320,948,Mixed
242700,2890,644,3534,Very Positive
1084820,38,6,44,Positive
1058450,1242,164,1406,Very Positive
1788210,48,7,55,Very Positive
621970,23,18,41,Mixed
1579992,57,8,65,Very Positive
225640,732,241,973,Mostly Positive
1592600,7,11,18,Mostly Negative
262280,741,248,989,Mostly Positive
1953860,107,9,116,Very Positive
1195240,20,5,25,Positive
329530,86,4,90,Very Positive
776930,1,6,7,7 user reviews
2215260,601,317,918,Mixed
458540,22,4,26,Positive
313140,82,26,108,Mostly Positive
448800,25,4,29,Positive
2192770,0,0,0,No user reviews
346820,67,2,69,Very Positive
532320,168,20,188,Very Positive
448000,36,37,73,Mixed
1155330,473,28,501,Very Positive
1229420,29,25,54,Mixed
263300,987,198,1185,Very Positive
305380,562,53,615,Very Positive
714080,232,59,291,Mostly Positive
32750,119,14,133,Very Positive
212070,53,32,85,Mixed
1417880,16,8,24,Mixed
1016360,117,20,137,Very Positive
1080750,496,16,512,Overwhelmingly Positive
568070,12,12,24,Mixed
1151680,15,3,18,Positive
2478970,0,0,0,No user reviews
1760030,12,18,30,Mixed
254960,321,45,366,Very Positive
573832,72,50,122,Mixed
1705820,116,57,173,Mixed
15892,0,0,0,No user reviews
1158890,107,31,138,Mostly Positive
1164290,14,4,18,Mostly Positive
453910,23,4,27,Positive
47967,0,0,0,No user reviews
1644320,445,142,587,Mostly Positive
420060,204,78,282,Mostly Positive
1020790,305,373,678,Mixed
1599030,1,0,1,1 user reviews
290080,2494,1726,4220,Mixed
1143400,40,15,55,Mostly Positive
1630580,24,3,27,Positive
1502380,178,34,212,Very Positive
680030,20,2,22,Positive
1490340,144,6,150,Very Positive
73010,253,95,348,Mostly Positive
1014040,117,25,142,Very Positive
452120,21,5,26,Positive
980210,47,11,58,Very Positive
366670,11,5,16,Mixed
327670,428,150,578,Mostly Positive
1205240,119,15,134,Very Positive
393430,182,29,211,Very Positive
334100,18,3,21,Positive
2148900,5,1,6,6 user reviews
215371,2,1,3,3 user reviews
384570,160,83,243,Mixed
464340,413,480,893,Mixed
689860,13,8,21,Mixed
614450,3,8,11,Mostly Negative
736810,95,21,116,Very Positive
253940,265,62,327,Very Positive
2244480,50,16,66,Mostly Positive
313480,333,45,378,Very Positive
46510,424,79,503,Very Positive
1652891,23,13,36,Mixed
2145870,11,5,16,Mixed
207620,294,111,405,Mostly Positive
586140,3593,163,3756,Overwhelmingly Positive
1182470,19,3,22,Positive
1205240,119,15,134,Very Positive
1492680,598,58,656,Very Positive
1042550,2936,286,3222,Very Positive
793460,1431,171,1602,Very Positive
11126,0,0,0,No user reviews
217690,322,249,571,Mixed
1045720,265,19,284,Very Positive
1075550,15,7,22,Mixed
33633,0,0,0,No user reviews
1058450,1242,164,1406,Very Positive
414740,649,480,1129,Mixed
858710,979,38,1017,Overwhelmingly Positive
1840710,55,7,62,Very Positive
544750,4064,832,4896,Very Positive
404690,110,27,137,Very Positive
1563130,38,329,367,Very Negative
242640,2866,639,3505,Very Positive
1109480,1,0,1,1 user reviews
2192770,0,0,0,No user reviews
1363900,93,92,185,Mixed
2502910,82,27,109,Mostly Positive
1725360,7,6,13,Mixed
1334730,426,67,493,Very Positive
1298480,129,45,174,Mostly Positive
770810,751,93,844,Very Positive
451400,18,20,38,Mixed
1004370,16,8,24,Mixed
1045890,0,0,0,No user reviews
1009560,2483,461,2944,Very Positive
1149640,1081,186,1267,Very Positive
202310,274,200,474,Mixed
889903,37,25,62,Mixed
371180,396,31,427,Very Positive
1272580,45,6,51,Very Positive
1223060,48,7,55,Very Positive
1045180,194,82,276,Mostly Positive
1184370,11101,2499,13600,Very Positive
1438980,28,1,29,Positive
1531471,44,11,55,Very Positive
1483300,13,3,16,Positive
729000,1583,98,1681,Very Positive
237810,0,0,0,No user reviews
1205240,119,15,134,Very Positive
1383370,12,6,18,Mixed
921950,154,122,276,Mixed
800270,2003,859,2862,Mixed
809880,241,35,276,Very Positive
1394810,16,4,20,Positive
24870,578,246,824,Mostly Positive
803050,1657,503,2160,Mostly Positive
618970,218,57,275,Mostly Positive
1001640,8,14,22,Mostly Negative
1259750,11,12,23,Mixed
1569200,235,65,300,Mostly Positive
1205240,119,15,134,Very Positive
711680,16,21,37,Mixed
794180,2,5,7,7 user reviews
253900,633,139,772,Very Positive
637090,13373,2388,15761,Very Positive
1202900,2330,211,2541,Very Positive
1205240,119,15,134,Very Positive
1468380,24,3,27,Positive
1951590,14,1,15,Positive
1205240,119,15,134,Very Positive
331600,1932,552,2484,Mostly Positive
418950,239,50,289,Very Positive
547500,55,12,67,Very Positive
711681,17,8,25,Mixed
540711,43,3,46,Positive
1363680,11,0,11,Positive
1477020,51,19,70,Mostly Positive
1751921,7,3,10,Mostly Positive
352550,208,529,737,Mostly Negative
9760,136,42,178,Mostly Positive
13807,0,0,0,No user reviews
550320,2656,156,2812,Very Positive
995860,43,7,50,Very Positive
275570,241,40,281,Very Positive
506971,1061,168,1229,Very Positive
589670,25,7,32,Mostly Positive
506970,1032,636,1668,Mixed
417900,8,2,10,Positive
985890,5513,373,5886,Very Positive
23037,0,0,0,No user reviews
1649990,2,2,4,4 user reviews
1057271,24,2,26,Positive
1655670,14,1,15,Positive
715191,156,29,185,Very Positive
2144480,15,3,18,Positive
1126600,79,10,89,Very Positive
1054430,144,22,166,Very Positive
1100420,163,21,184,Very Positive
215160,790,96,886,Very Positive
473530,38,4,42,Positive
738650,66,9,75,Very Positive
989690,427,176,603,Mostly Positive
252410,2203,151,2354,Very Positive
921489,2,0,2,2 user reviews
214950,22767,4318,27085,Very Positive
1433010,37,21,58,Mixed
922500,384,149,533,Mostly Positive
108600,82193,5227,87420,Very Positive
258520,3443,537,3980,Very Positive
300550,3430,370,3800,Very Positive
289840,16,30,46,Mostly Negative
1778820,0,0,0,No user reviews
610160,55,54,109,Mixed
236080,112,9,121,Very Positive
612491,5,0,5,5 user reviews
1293280,41,7,48,Positive
1183420,1,0,1,1 user reviews
711172,31,25,56,Mixed
1205240,119,15,134,Very Positive
1063470,3,5,8,8 user reviews
1178150,30,1,31,Positive
991560,274,214,488,Mixed
1342620,384,62,446,Very Positive
814370,3511,261,3772,Very Positive
1399690,11,21,32,Mostly Negative
707160,0,0,0,No user reviews
1721170,150,10,160,Very Positive
258220,124,59,183,Mixed
572330,34,18,52,Mixed
976700,60,10,70,Very Positive
538030,645,169,814,Mostly Positive
1204230,38,19,57,Mixed
1527950,7565,897,8462,Very Positive
591460,1646,99,1745,Very Positive
2264140,39,12,51,Mostly Positive
520670,28,9,37,Mostly Positive
282900,5211,339,5550,Very Positive
938380,139,53,192,Mostly Positive
459120,38,9,47,Positive
2302840,2,0,2,2 user reviews
27954,0,0,0,No user reviews
370870,135,50,185,Mostly Positive
1640850,25,3,28,Positive
2192770,0,0,0,No user reviews
