appid,pos_reviews,neg_reviews,total_reviews,review_score_desc
1727420,77,1,78,Very Positive
809870,107,4,111,Very Positive
23490,385,43,428,Very Positive
458500,5,3,8,8 user reviews
2307471,43,3,46,Positive
1789180,4,0,4,4 user reviews
312050,3,6,9,9 user reviews
260650,59,31,90,Mixed
1206200,339,382,721,Mixed
222440,786,28,814,Overwhelmingly Positive
1435670,215,42,257,Very Positive
1176470,2730,575,3305,Very Positive
1282350,12,8,20,Mixed
2313400,17,21,38,Mixed
488960,15,1,16,Positive
585450,583,154,737,Mostly Positive
1472191,21,0,21,Positive
1205240,119,15,134,Very Positive
404590,493,290,783,Mixed
957660,89,13,102,Very Positive
280180,790,174,964,Very Positive
1089671,5,1,6,6 user reviews
201805,9,2,11,Positive
2006870,8,3,11,Mostly Positive
2260100,1,0,1,1 user reviews
282530,500,147,647,Mostly Positive
1482870,16,1,17,Positive
1293730,85,37,122,Mixed
926520,94,7,101,Very Positive
656580,3,3,6,6 user reviews
1205240,119,15,134,Very Positive
718560,1758,170,1928,Very Positive
250810,0,0,0,No user reviews
244450,13494,1245,14739,Very Positive
365590,17391,6798,24189,Mostly Positive
222140,140,62,202,Mixed
545800,12,9,21,Mixed
536220,3692,1245,4937,Mostly Positive
450812,28,1,29,Positive
1139280,196,7,203,Very Positive
700160,116,17,133,Very Positive
25614,0,0,0,No user reviews
1630090,7,0,7,7 user reviews
428690,5312,1625,6937,Mostly Positive
1172470,805,128,933,Very Positive
207930,124,66,190,Mixed
254370,77,82,159,Mixed
1840870,1,4,5,5 user reviews
1530501,0,0,0,No user reviews
1683380,3,0,3,3 user reviews
226840,3582,775,4357,Very Positive
12601,0,0,0,No user reviews
1248433,59,0,59,Very Positive
94174,0,0,0,No user reviews
2581740,37,13,50,Mostly Positive
260690,119,31,150,Mostly Positive
1546710,164,40,204,Very Positive
92888,0,0,0,No user reviews
258677,5,1,6,6 user reviews
738540,1248,221,1469,Very Positive
417290,1598,168,1766,Very Positive
21056,0,0,0,No user reviews
1088000,68,28,96,Mostly Positive
335320,44,26,70,Mixed
2192770,0,0,0,No user reviews
223730,146,12,158,Very Positive
316160,73,90,163,Mixed
1699950,0,0,0,No user reviews
1100250,17,23,40,Mixed
614582,32,10,42,Mostly Positive
504450,3,5,8,8 user reviews
1386780,494,169,663,Mostly Positive
832320,43,1,44,Positive
314330,73,9,82,Very Positive
1380060,0,3,3,3 user reviews
678950,20476,1977,22453,Very Positive
1436700,314,12,326,Very Positive
1730680,942,30,972,Overwhelmingly Positive
474910,24,21,45,Mixed
626610,306,117,423,Mostly Positive
30100,0,0,0,No user reviews
571530,255,24,279,Very Positive
1239450,61,3,64,Very Positive
205810,50,25,75,Mixed
526980,17,11,28,Mixed
887120,41,22,63,Mixed
12618,0,0,0,No user reviews
16002,0,0,0,No user reviews
11830,0,0,0,No user reviews
612390,261,56,317,Very Positive
814000,928,176,1104,Very Positive
1543150,549,175,724,Mostly Positive
839450,132,36,168,Mostly Positive
616240,20,26,46,Mixed
636501,12,0,12,Positive
944920,259,62,321,Very Positive
1552810,135,49,184,Mostly Positive
16952,0,0,0,No user reviews
366250,661,107,768,Very Positive
7360,0,0,0,No user reviews
1205240,119,15,134,Very Positive
2192770,0,0,0,No user reviews
616750,13,7,20,Mixed
46540,92,168,260,Mostly Negative
1222370,2276,931,3207,Mostly Positive
1913420,1,0,1,1 user reviews
15127,0,0,0,No user reviews
2192770,0,0,0,No user reviews
6253,0,0,0,No user reviews
522651,2,0,2,2 user reviews
31270,967,134,1101,Very Positive
589170,1,4,5,5 user reviews
1205240,119,15,134,Very Positive
1759870,16,18,34,Mixed
536741,2,0,2,2 user reviews
645320,36,7,43,Positive
826600,111,45,156,Mostly Positive
37265,0,0,0,No user reviews
1451950,17,6,23,Mostly Positive
2192770,0,0,0,No user reviews
743830,14,7,21,Mixed
421790,25,16,41,Mixed
348290,36,43,79,Mixed
287310,312,35,347,Very Positive
675260,2967,185,3152,Very Positive
942180,5,2,7,7 user reviews
2192770,0,0,0,No user reviews
397310,55,24,79,Mixed
630030,100,38,138,Mostly Positive
914890,55,7,62,Very Positive
57000,65,8,73,Very Positive
897670,414,53,467,Very Positive
1361210,36061,17444,53505,Mixed
400450,228,61,289,Mostly Positive
1449280,762,84,846,Very Positive
243280,29,6,35,Positive
236850,37304,5727,43031,Very Positive
1395900,4,1,5,5 user reviews
400750,4263,787,5050,Very Positive
377250,2,1,3,3 user reviews
411330,194,73,267,Mostly Positive
1349830,24,10,34,Mostly Positive
261720,30,33,63,Mixed
1583,0,0,0,No user reviews
1235764,0,0,0,No user reviews
558300,4,4,8,8 user reviews
1491040,15,3,18,Positive
1012840,763,232,995,Mostly Positive
219990,30940,1553,32493,Overwhelmingly Positive
1158310,32966,2740,35706,Very Positive
875310,109,50,159,Mixed
714080,232,59,291,Mostly Positive
1148021,13,4,17,Mostly Positive
46400,53,63,116,Mixed
1083890,16,5,21,Mostly Positive
685060,7,0,7,7 user reviews
1172470,805,128,933,Very Positive
1295790,102,35,137,Mostly Positive
34962,0,0,0,No user reviews
1289450,37,12,49,Mostly Positive
1390670,46,5,51,Very Positive
738530,419,337,756,Mixed
443360,15,9,24,Mixed
341170,70,6,76,Very Positive
61700,808,169,977,Very Positive
348360,270,81,351,Mostly Positive
307350,5,9,14,Mostly Negative
1338963,0,0,0,No user reviews
218510,79,64,143,Mixed
382400,37,24,61,Mixed
6860,4899,302,5201,Very Positive
1140170,97,22,119,Very Positive
376490,22,5,27,Positive
2432590,0,0,0,No user reviews
582610,4,5,9,9 user reviews
292420,36,40,76,Mixed
395180,986,230,1216,Very Positive
1829590,20,91,111,Very Negative
556180,216,69,285,Mostly Positive
848430,2,4,6,6 user reviews
795420,630,25,655,Overwhelmingly Positive
879000,94,58,152,Mixed
39670,301,133,434,Mixed
33620,159,27,186,Very Positive
1115751,1,1,2,2 user reviews
1085220,122,3,125,Very Positive
573370,9,8,17,Mixed
1554910,8,13,21,Mostly Negative
1282531,82,40,122,Mixed
1010210,12,1,13,Positive
1178880,269,80,349,Mostly Positive
431960,170929,2865,173794,Overwhelmingly Positive
417480,2,3,5,5 user reviews
4156,0,0,0,No user reviews
1801881,1,0,1,1 user reviews
286930,7,6,13,Mixed
267900,71,72,143,Mixed
1662480,230,9,239,Very Positive
21208,0,0,0,No user reviews
1205240,119,15,134,Very Positive
690120,38,6,44,Positive
373930,1092,293,1385,Mostly Positive
235540,6353,1239,7592,Very Positive
387340,959,118,1077,Very Positive
801650,12,8,20,Mixed
1584710,3,0,3,3 user reviews
742520,305,15,320,Very Positive
630980,0,0,0,No user reviews
1462810,364,126,490,Mostly Positive
14069,0,0,0,No user reviews
259600,174,40,214,Very Positive
351340,195,80,275,Mostly Positive
240600,218,63,281,Mostly Positive
1431040,27,10,37,Mostly Positive
345820,893,48,941,Very Positive
916960,2,0,2,2 user reviews
946650,22,4,26,Positive
493900,4340,344,4684,Very Positive
660160,404,61,465,Very Positive
1453850,44,25,69,Mixed
32680,188,25,213,Very Positive
684450,1113,404,1517,Mostly Positive
289820,15,46,61,Mostly Negative
1664550,22,5,27,Positive
515190,49,31,80,Mixed
1122700,29,10,39,Mostly Positive
1836860,191,57,248,Mostly Positive
463170,77,55,132,Mixed
225420,301,263,564,Mixed
1003090,170,30,200,Very Positive
437000,104,33,137,Mostly Positive
751340,32,15,47,Mixed
215970,3,3,6,6 user reviews
1867530,505,53,558,Very Positive
1220150,838,164,1002,Very Positive
1820140,32,11,43,Mostly Positive
2195610,51,29,80,Mixed
711130,15,2,17,Positive
4308,0,0,0,No user reviews
2104800,3,0,3,3 user reviews
64013,8,3,11,Mostly Positive
414651,9,10,19,Mixed
501840,55,23,78,Mostly Positive
1853410,52,3,55,Very Positive
1530160,359,68,427,Very Positive
303260,10,10,20,Mixed
21277,0,0,0,No user reviews
1295510,2253,159,2412,Very Positive
2192770,0,0,0,No user reviews
1778820,0,0,0,No user reviews
10270,167,131,298,Mixed
290320,17,3,20,Positive
975370,17970,850,18820,Overwhelmingly Positive
1778820,0,0,0,No user reviews
523502,5,2,7,7 user reviews
2539880,0,0,0,No user reviews
773991,74,99,173,Mixed
559100,1396,458,1854,Mostly Positive
2164540,26,11,37,Mostly Positive
848330,8,3,11,Mostly Positive
1122680,534,44,578,Very Positive
963930,2082,373,2455,Very Positive
3230,26,66,92,Mostly Negative
232970,167,22,189,Very Positive
1499700,7,5,12,Mixed
1117670,37,15,52,Mostly Positive
204940,58,40,98,Mixed
1666,0,0,0,No user reviews
294370,150,61,211,Mostly Positive
286480,116,19,135,Very Positive
1602110,19,22,41,Mixed
260710,39,15,54,Mostly Positive
2758,0,0,0,No user reviews
245280,2053,395,2448,Very Positive
310060,875,154,1029,Very Positive
1058020,2285,81,2366,Overwhelmingly Positive
24534,0,0,0,No user reviews
15027,0,0,0,No user reviews
1968895,1,0,1,1 user reviews
1491510,25,2,27,Positive
2357271,0,0,0,No user reviews
306490,43,40,83,Mixed
1983220,46,0,46,Positive
446790,312,177,489,Mixed
2447590,246,46,292,Very Positive
1475840,229,8,237,Very Positive
1919980,2,0,2,2 user reviews
1596730,72,3,75,Very Positive
1242980,520,50,570,Very Positive
310060,875,154,1029,Very Positive
1304930,16209,857,17066,Very Positive
899310,191,54,245,Mostly Positive
946990,71,60,131,Mixed
1730700,697,16,713,Overwhelmingly Positive
646910,14920,2975,17895,Very Positive
1304930,16209,857,17066,Very Positive
354240,1734,268,2002,Very Positive
1968894,0,0,0,No user reviews
32610,50,35,85,Mixed
756680,4,0,4,4 user reviews
2514130,0,0,0,No user reviews
1205240,119,15,134,Very Positive
294020,101,61,162,Mixed
411370,1379,80,1459,Very Positive
1402120,450,126,576,Mostly Positive
431300,2,2,4,4 user reviews
848350,2848,203,3051,Very Positive
1197030,36,2,38,Positive
809240,24,9,33,Mostly Positive
205636,11,6,17,Mixed
352220,224,59,283,Mostly Positive
1580520,388,154,542,Mostly Positive
740550,29,21,50,Mixed
995430,10,9,19,Mixed
537340,591,170,761,Mostly Positive
1269030,6,6,12,Mixed
1036760,61,9,70,Very Positive
404050,59,27,86,Mixed
1205240,119,15,134,Very Positive
1506830,26841,6374,33215,Very Positive
858820,4555,1491,6046,Mostly Positive
2192770,0,0,0,No user reviews
672630,1169,181,1350,Very Positive
1983245,15,6,21,Mostly Positive
1403650,175,41,216,Very Positive
749960,156,44,200,Mostly Positive
1630740,4,1,5,5 user reviews
940680,430,89,519,Very Positive
801710,24,5,29,Positive
1419290,42,2,44,Positive
1267910,5950,426,6376,Very Positive
2192770,0,0,0,No user reviews
1248434,73,42,115,Mixed
621220,396,123,519,Mostly Positive
2307470,21,5,26,Positive
1701520,424,59,483,Very Positive
427730,12300,2694,14994,Very Positive
231740,908,223,1131,Very Positive
1250250,52,19,71,Mostly Positive
1967790,7,0,7,7 user reviews
1293180,1630,25,1655,Overwhelmingly Positive
782140,75,45,120,Mixed
517780,125,61,186,Mixed
1003490,34,5,39,Positive
1628610,349,3,352,Very Positive
1016730,188,105,293,Mixed
1042360,28,21,49,Mixed
2098232,1,1,2,2 user reviews
874460,57,24,81,Mostly Positive
582540,15,1,16,Positive
250180,2034,253,2287,Very Positive
2321800,13,4,17,Mostly Positive
405340,13,10,23,Mixed
1198940,3,2,5,5 user reviews
2192770,0,0,0,No user reviews
2206320,49,36,85,Mixed
23615,0,0,0,No user reviews
61510,122,31,153,Mostly Positive
2328760,29,20,49,Mixed
886950,8,2,10,Positive
1177000,34,7,41,Positive
453100,65,14,79,Very Positive
2904,0,0,0,No user reviews
406940,50,22,72,Mixed
955900,1383,105,1488,Very Positive
25013,0,0,0,No user reviews
1966880,86,12,98,Very Positive
73185,0,0,0,No user reviews
1018000,50,44,94,Mixed
1941410,0,0,0,No user reviews
222420,547,47,594,Very Positive
2155770,147,39,186,Mostly Positive
2011980,15,5,20,Mostly Positive
451780,158,65,223,Mostly Positive
708880,83,1,84,Very Positive
460120,1353,93,1446,Very Positive
774361,10118,1094,11212,Very Positive
733340,201,13,214,Very Positive
57655,2,2,4,4 user reviews
32660,51,9,60,Very Positive
1243100,2,3,5,5 user reviews
2192770,0,0,0,No user reviews
2160770,1,0,1,1 user reviews
343000,31,27,58,Mixed
1777060,0,0,0,No user reviews
299680,277,62,339,Very Positive
2008100,326,29,355,Very Positive
1768280,539,62,601,Very Positive
1432050,1596,131,1727,Very Positive
1502390,3,0,3,3 user reviews
887450,124,46,170,Mostly Positive
504390,110,19,129,Very Positive
1021790,628,320,948,Mixed
292930,286,80,366,Mostly Positive
327130,53,49,102,Mixed
865940,57,13,70,Very Positive
625171,16,9,25,Mixed
15120,2494,471,2965,Very Positive
408650,102,41,143,Mostly Positive
2192770,0,0,0,No user reviews
1080040,15,0,15,Positive
1567520,8,10,18,Mixed
23455,0,0,0,No user reviews
1002310,3,0,3,3 user reviews
472420,91,12,103,Very Positive
1707400,40,1,41,Positive
464350,925,122,1047,Very Positive
907480,0,0,0,No user reviews
2192770,0,0,0,No user reviews
548370,42,65,107,Mostly Negative
192166,0,0,0,No user reviews
858240,18,7,25,Mostly Positive
212010,348,159,507,Mixed
762840,214,115,329,Mixed
1650200,15,0,15,Positive
1303312,2,5,7,7 user reviews
418670,48,16,64,Mostly Positive
483420,276,36,312,Very Positive
1549250,0,0,0,No user reviews
41008,0,0,0,No user reviews
690850,2,1,3,3 user reviews
489140,371,50,421,Very Positive
1933780,0,1,1,1 user reviews
1151050,292,34,326,Very Positive
958400,535,479,1014,Mixed
1552080,147,30,177,Very Positive
1037050,4,1,5,5 user reviews
856890,82,1,83,Very Positive
760060,5349,632,5981,Very Positive
1215110,17,1,18,Positive
275560,13,3,16,Positive
200370,163,104,267,Mixed
845030,42,1,43,Positive
1751750,21,6,27,Mostly Positive
1184370,11101,2499,13600,Very Positive
1252870,64,13,77,Very Positive
299230,49,3,52,Very Positive
952890,104,24,128,Very Positive
1279920,144,18,162,Very Positive
1568680,23,4,27,Positive
1494110,29,1,30,Positive
763710,20,6,26,Mostly Positive
322980,14,19,33,Mixed
520940,732,174,906,Very Positive
1205240,119,15,134,Very Positive
234860,1,3,4,4 user reviews
2225940,0,2,2,2 user reviews
1652450,14,2,16,Positive
7520,1100,946,2046,Mixed
1272070,152,9,161,Very Positive
1330540,0,1,1,1 user reviews
277450,364,122,486,Mostly Positive
1336120,37,17,54,Mixed
20971,0,0,0,No user reviews
16609,0,0,0,No user reviews
959860,45,32,77,Mixed
1424070,14,0,14,Positive
651490,75,23,98,Mostly Positive
574720,724,133,857,Very Positive
544630,14,1,15,Positive
61520,265,35,300,Very Positive
2418010,0,0,0,No user reviews
2458610,40,2,42,Positive
526660,20,10,30,Mixed
1101360,135,67,202,Mixed
1289450,37,12,49,Mostly Positive
824280,148,76,224,Mixed
214950,22768,4318,27086,Very Positive
1353080,19,4,23,Positive
1437660,88,7,95,Very Positive
237430,530,151,681,Mostly Positive
995070,18,33,51,Mostly Negative
1047010,179,23,202,Very Positive
113400,79,99,178,Mixed
597820,5570,2248,7818,Mostly Positive
1582680,394,147,541,Mostly Positive
1919140,20,7,27,Mostly Positive
961840,21,8,29,Mostly Positive
1709050,164,13,177,Very Positive
805660,25,16,41,Mixed
870540,0,0,0,No user reviews
1427160,1,0,1,1 user reviews
1990860,52,7,59,Very Positive
277110,111,37,148,Mostly Positive
1205240,119,15,134,Very Positive
1096410,790,347,1137,Mixed
22130,241,44,285,Very Positive
303840,41,24,65,Mixed
263520,41,21,62,Mixed
13808,0,0,0,No user reviews
9691,0,0,0,No user reviews
18524,0,0,0,No user reviews
1063040,62,8,70,Very Positive
1620030,10,32,42,Mostly Negative
1079230,103,12,115,Very Positive
953981,3,5,8,8 user reviews
268400,1024,99,1123,Very Positive
630610,277,26,303,Very Positive
1278260,42,51,93,Mixed
251430,322,43,365,Very Positive
314150,176,143,319,Mixed
310031,109,86,195,Mixed
543040,10,0,10,Positive
1143853,29,3,32,Positive
524580,477,93,570,Very Positive
46480,306,65,371,Very Positive
874360,49,47,96,Mixed
294810,466,44,510,Very Positive
880750,13,16,29,Mixed
1434310,6,11,17,Mostly Negative
454650,13429,1694,15123,Very Positive
975470,89,52,141,Mixed
57640,899,65,964,Very Positive
1658000,5,1,6,6 user reviews
1334580,15,2,17,Positive
46450,118,98,216,Mixed
1424060,19,16,35,Mixed
15992,0,0,0,No user reviews
558290,2,0,2,2 user reviews
1992292,5,0,5,5 user reviews
363940,7,12,19,Mostly Negative
979120,1655,171,1826,Very Positive
1930,942,330,1272,Mostly Positive
464340,413,480,893,Mixed
288060,339,79,418,Very Positive
1718640,17,2,19,Positive
423580,1637,282,1919,Very Positive
449981,15,8,23,Mixed
1413660,109,27,136,Very Positive
1939810,4,3,7,7 user reviews
446840,130,8,138,Very Positive
1007830,18,7,25,Mostly Positive
631570,757,46,803,Very Positive
354331,15,14,29,Mixed
1628252,0,1,1,1 user reviews
1657990,6,5,11,Mixed
31648,0,0,0,No user reviews
1024650,282,205,487,Mixed
384490,1538,1066,2604,Mixed
1293120,22,17,39,Mixed
275490,8,6,14,Mixed
1020790,305,373,678,Mixed
1426280,110,29,139,Mostly Positive
718850,2005,497,2502,Very Positive
304390,31101,13215,44316,Mostly Positive
458770,142,81,223,Mixed
1116880,134,20,154,Very Positive
489630,3333,751,4084,Very Positive
1323470,239,51,290,Very Positive
1395030,285,21,306,Very Positive
1586800,2543,25,2568,Overwhelmingly Positive
1522140,16,9,25,Mixed
1205240,119,15,134,Very Positive
1089840,126,20,146,Very Positive
1176379,1,1,2,2 user reviews
726560,27,0,27,Positive
1179290,52,4,56,Very Positive
1938820,11,9,20,Mixed
39690,349,292,641,Mixed
1610500,7,8,15,Mixed
498240,5142,974,6116,Very Positive
488770,148,42,190,Mostly Positive
991560,274,214,488,Mixed
842910,495,54,549,Very Positive
263720,198,87,285,Mixed
1982150,89,38,127,Mostly Positive
211050,137,69,206,Mixed
206716,0,1,1,1 user reviews
32630,192,28,220,Very Positive
259830,8,5,13,Mixed
232950,70,88,158,Mixed
1090165,22,1,23,Positive
292982,83,35,118,Mostly Positive
423810,46,42,88,Mixed
1418980,26,1,27,Positive
1205240,119,15,134,Very Positive
10322,0,0,0,No user reviews
1196690,1,1,2,2 user reviews
2710,197,27,224,Very Positive
914750,156,41,197,Mostly Positive
847360,171,34,205,Very Positive
42968,42,10,52,Very Positive
836590,4,9,13,Mostly Negative
632350,969,175,1144,Very Positive
331920,173,50,223,Mostly Positive
1086480,95,101,196,Mixed
1313010,1,0,1,1 user reviews
1013220,19,4,23,Positive
619700,49,27,76,Mixed
1151930,27,0,27,Positive
1101790,296,85,381,Mostly Positive
1170010,16,8,24,Mixed
1681870,11,12,23,Mixed
20974,0,0,0,No user reviews
1265780,82,132,214,Mostly Negative
1184370,11101,2499,13600,Very Positive
2192770,0,0,0,No user reviews
350770,55,44,99,Mixed
1620040,30,17,47,Mixed
30910,0,0,0,No user reviews
841150,12,6,18,Mixed
348550,3164,75,3239,Overwhelmingly Positive
936140,83,36,119,Mixed
33610,174,118,292,Mixed
16073,0,0,0,No user reviews
2591390,0,0,0,No user reviews
2085790,15,4,19,Mostly Positive
544750,4063,833,4896,Very Positive
465130,22,4,26,Positive
1205240,119,15,134,Very Positive
1043260,732,135,867,Very Positive
804010,722,108,830,Very Positive
491560,11,10,21,Mixed
369190,10,9,19,Mixed
1361190,4,1,5,5 user reviews
31648,0,0,0,No user reviews
748341,44,7,51,Very Positive
2597,0,0,0,No user reviews
1083310,62,33,95,Mixed
1151170,71,33,104,Mixed
2192770,0,0,0,No user reviews
585080,47,49,96,Mixed
1392840,1592,294,1886,Very Positive
746560,82,1,83,Very Positive
859580,6470,4158,10628,Mixed
1205970,603,282,885,Mixed
1084600,5955,284,6239,Overwhelmingly Positive
725850,12,1,13,Positive
210896,7,6,13,Mixed
21252,0,0,0,No user reviews
249170,3,5,8,8 user reviews
1086940,271195,9190,280385,Overwhelmingly Positive
346791,43,64,107,Mixed
235380,684,723,1407,Mixed
793360,4,1,5,5 user reviews
1425730,62,8,70,Very Positive
919390,30,17,47,Mixed
286300,55,12,67,Very Positive
1543240,62,3,65,Very Positive
953870,38,21,59,Mixed
618950,119,10,129,Very Positive
1205240,119,15,134,Very Positive
2191860,9,5,14,Mixed
1428820,116,22,138,Very Positive
21680,326,134,460,Mostly Positive
619680,95,4,99,Very Positive
2192770,0,0,0,No user reviews
2192770,0,0,0,No user reviews
1812090,364,62,426,Very Positive
6420,455,75,530,Very Positive
6310,1061,114,1175,Very Positive
802120,8,4,12,Mixed
2192770,0,0,0,No user reviews
2594010,15,7,22,Mixed
1038630,15,2,17,Positive
271850,57,51,108,Mixed
265380,21,16,37,Mixed
475960,32,13,45,Mostly Positive
351940,229,79,308,Mostly Positive
1665130,220,32,252,Very Positive
1351000,9,6,15,Mixed
1736290,48,16,64,Mostly Positive
1374170,22,8,30,Mostly Positive
702700,70,71,141,Mixed
1443370,0,1,1,1 user reviews
1658960,14,1,15,Positive
1659090,16,3,19,Positive
447820,8134,1339,9473,Very Positive
675590,121,4,125,Very Positive
2442810,0,0,0,No user reviews
253880,141,57,198,Mostly Positive
1025440,380,85,465,Very Positive
301220,1,7,8,8 user reviews
2141080,0,0,0,No user reviews
2192770,0,0,0,No user reviews
502370,643,108,751,Very Positive
1670570,3,0,3,3 user reviews
2144483,5,3,8,8 user reviews
1802450,14,7,21,Mixed
404100,27,7,34,Mostly Positive
896950,11,7,18,Mixed
282050,218,157,375,Mixed
282400,728,200,928,Mostly Positive
225420,301,263,564,Mixed
206720,0,1,1,1 user reviews
29658,0,0,0,No user reviews
1802451,8,5,13,Mixed
415480,310,64,374,Very Positive
996770,478,94,572,Very Positive
1276660,317,139,456,Mixed
1762700,57,9,66,Very Positive
812160,37,14,51,Mostly Positive
1253710,143,72,215,Mixed
353580,33,8,41,Positive
1061880,114,46,160,Mostly Positive
1269640,1206,20,1226,Overwhelmingly Positive
1998260,12,3,15,Positive
55140,1267,179,1446,Very Positive
351090,364,10,374,Very Positive
403290,89,25,114,Mostly Positive
1924170,97,40,137,Mostly Positive
625171,16,9,25,Mixed
715193,45,6,51,Very Positive
416424,58,102,160,Mostly Negative
1036890,1066,538,1604,Mixed
2482370,2,3,5,5 user reviews
1265780,82,132,214,Mostly Negative
996970,0,0,0,No user reviews
640090,20,3,23,Positive
449510,35,20,55,Mixed
1120560,303,38,341,Very Positive
879240,19,22,41,Mixed
546220,19,4,23,Positive
674670,1,0,1,1 user reviews
317920,1,2,3,3 user reviews
1247020,67,14,81,Very Positive
1556790,4007,646,4653,Very Positive
1390430,0,0,0,No user reviews
1824580,191,47,238,Very Positive
698700,255,27,282,Very Positive
329490,754,161,915,Very Positive
1059710,3,0,3,3 user reviews
506830,4,1,5,5 user reviews
663240,81,12,93,Very Positive
1644500,133,46,179,Mostly Positive
2226120,7,0,7,7 user reviews
1682320,3,0,3,3 user reviews
942170,0,0,0,No user reviews
1151250,70,25,95,Mostly Positive
836600,8,3,11,Mostly Positive
1535220,56,11,67,Very Positive
33600,356,42,398,Very Positive
46440,40,95,135,Mostly Negative
1454050,14,4,18,Mostly Positive
2162020,66,12,78,Very Positive
1730700,697,16,713,Overwhelmingly Positive
6850,978,234,1212,Very Positive
702680,215,41,256,Very Positive
223220,412,97,509,Very Positive
1803781,2,0,2,2 user reviews
738270,33,15,48,Mixed
641080,815,399,1214,Mixed
2224690,21,2,23,Positive
463530,5737,260,5997,Overwhelmingly Positive
1530800,12,0,12,Positive
756020,10,2,12,Positive
1248060,82,105,187,Mixed
322060,47,3,50,Very Positive
914970,19,15,34,Mixed
22085,0,0,0,No user reviews
2492940,52,30,82,Mixed
1002000,7,1,8,8 user reviews
1823802,21,3,24,Positive
4530,68,30,98,Mixed
1466821,0,1,1,1 user reviews
40320,43,10,53,Very Positive
1269500,18,4,22,Positive
1132980,143,47,190,Mostly Positive
827330,16,12,28,Mixed
1205240,119,15,134,Very Positive
325971,9,4,13,Mixed
297060,47,8,55,Very Positive
1124260,221,134,355,Mixed
1227320,3,0,3,3 user reviews
451020,1973,315,2288,Very Positive
1966130,54,12,66,Very Positive
474810,3,3,6,6 user reviews
1396190,3,3,6,6 user reviews
751060,30,11,41,Mostly Positive
1197440,1,3,4,4 user reviews
23854,0,0,0,No user reviews
333510,19,4,23,Positive
1094520,1409,379,1788,Mostly Positive
425220,593,157,750,Mostly Positive
2192770,0,0,0,No user reviews
33570,287,76,363,Mostly Positive
814610,15,6,21,Mostly Positive
2094550,8,3,11,Mostly Positive
1418360,39,15,54,Mostly Positive
270790,89,22,111,Very Positive
340990,32,20,52,Mixed
1205240,119,15,134,Very Positive
341030,69,51,120,Mixed
921950,154,122,276,Mixed
314030,218,35,253,Very Positive
774241,861,560,1421,Mixed
1321440,3256,80,3336,Overwhelmingly Positive
2192770,0,0,0,No user reviews
1205240,119,15,134,Very Positive
1269710,311,64,375,Very Positive
21763,0,0,0,No user reviews
436080,63,10,73,Very Positive
1751590,29,4,33,Positive
345800,76,8,84,Very Positive
1449920,13,5,18,Mostly Positive
674090,378,147,525,Mostly Positive
572410,1858,671,2529,Mostly Positive
22490,1469,305,1774,Very Positive
357760,91,105,196,Mixed
1046500,0,0,0,No user reviews
333950,1995,1925,3920,Mixed
1286380,8,1,9,9 user reviews
466130,246,51,297,Very Positive
760070,98,40,138,Mostly Positive
