appid,pos_reviews,neg_reviews,total_reviews,review_score_desc
929106,72,26,98,Mostly Positive
70615,3,1,4,4 user reviews
2160480,206,73,279,Mostly Positive
1708550,1,0,1,1 user reviews
626630,8,9,17,Mixed
9691,0,0,0,No user reviews
457570,124,18,142,Very Positive
1756190,30,4,34,Positive
349310,94,8,102,Very Positive
2192770,0,0,0,No user reviews
1205240,119,15,134,Very Positive
1127840,805,126,931,Very Positive
613470,125,15,140,Very Positive
35978,0,0,0,No user reviews
545200,10,8,18,Mixed
680380,130,40,170,Mostly Positive
1525410,16,2,18,Positive
1651570,1,1,2,2 user reviews
57690,4274,409,4683,Very Positive
1159420,0,0,0,No user reviews
1323540,38,2,40,Positive
1101590,0,0,0,No user reviews
1205240,119,15,134,Very Positive
1058330,6,4,10,Mixed
506970,1032,636,1668,Mixed
2409480,22,1,23,Positive
414370,20,1,21,Positive
1968890,4,1,5,5 user reviews
2677430,7,1,8,8 user reviews
698250,7,0,7,7 user reviews
1254620,38,9,47,Positive
530930,17,17,34,Mixed
570710,22,46,68,Mostly Negative
1146310,521,74,595,Very Positive
39640,56,23,79,Mostly Positive
270090,48,73,121,Mostly Negative
1286830,246,40,286,Very Positive
952892,24,5,29,Positive
57650,176,247,423,Mixed
1487300,0,0,0,No user reviews
878467,89,13,102,Very Positive
1399840,71,52,123,Mixed
2373510,0,0,0,No user reviews
983350,229,57,286,Very Positive
1346010,98,36,134,Mostly Positive
1670560,2,0,2,2 user reviews
501080,836,236,1072,Mostly Positive
602430,72,12,84,Very Positive
1259140,31,1,32,Positive
6800,927,105,1032,Very Positive
293600,5,7,12,Mixed
736220,7889,1785,9674,Very Positive
781270,2,0,2,2 user reviews
1126750,67,10,77,Very Positive
341070,10,5,15,Mixed
18040,359,23,382,Very Positive
1004919,4,5,9,9 user reviews
357030,2,7,9,9 user reviews
313120,16146,5417,21563,Mostly Positive
951750,150,27,177,Very Positive
1276760,1092,823,1915,Mixed
870780,15183,1680,16863,Very Positive
57680,165,73,238,Mixed
741510,432,155,587,Mostly Positive
1374990,18,11,29,Mixed
1303312,2,5,7,7 user reviews
342990,25,40,65,Mostly Negative
237850,1471,355,1826,Very Positive
1426880,12,12,24,Mixed
207610,19460,642,20102,Overwhelmingly Positive
1530503,0,0,0,No user reviews
1075040,17,4,21,Positive
366240,430,16,446,Very Positive
811270,64,12,76,Very Positive
1110050,258,42,300,Very Positive
2170090,0,0,0,No user reviews
1698220,72,12,84,Very Positive
403970,299,122,421,Mostly Positive
1232010,31,0,31,Positive
593030,127,16,143,Very Positive
1134520,227,59,286,Mostly Positive
15008,0,0,0,No user reviews
1223910,23,31,54,Mixed
1493750,336,165,501,Mixed
1384160,20957,1523,22480,Very Positive
2161560,11,7,18,Mixed
1064840,31,12,43,Mostly Positive
245050,38,52,90,Mixed
1114550,47,14,61,Mostly Positive
306395,6,6,12,Mixed
2411980,0,0,0,No user reviews
1255990,27,16,43,Mixed
2278,0,0,0,No user reviews
707060,5,14,19,Mostly Negative
417430,41,32,73,Mixed
768340,3,0,3,3 user reviews
2407740,1,0,1,1 user reviews
1109720,3,2,5,5 user reviews
913750,6,3,9,9 user reviews
347330,3,2,5,5 user reviews
638160,103,48,151,Mixed
1040930,34,13,47,Mostly Positive
29759,0,0,0,No user reviews
888872,66,17,83,Mostly Positive
1137350,286,44,330,Very Positive
1131060,1,0,1,1 user reviews
293940,20,20,40,Mixed
31648,0,0,0,No user reviews
1197650,126,2,128,Very Positive
2172900,34,0,34,Positive
334420,355,191,546,Mixed
999660,68,16,84,Very Positive
909820,169,21,190,Very Positive
1545850,8,1,9,9 user reviews
345800,76,8,84,Very Positive
1063350,6,1,7,7 user reviews
338160,183,63,246,Mostly Positive
2611260,0,2,2,2 user reviews
770630,9,0,9,9 user reviews
1119700,298,154,452,Mixed
826040,9,2,11,Positive
12320,786,224,1010,Mostly Positive
537450,249,176,425,Mixed
1205240,119,15,134,Very Positive
1210550,34,6,40,Positive
259600,174,40,214,Very Positive
623090,148,35,183,Very Positive
571720,89,35,124,Mostly Positive
207490,1733,115,1848,Very Positive
526060,93,7,100,Very Positive
1607040,17,6,23,Mostly Positive
1065490,19,5,24,Mostly Positive
305620,29989,3352,33341,Very Positive
1975440,147,39,186,Mostly Positive
1919990,1,0,1,1 user reviews
1056760,497,92,589,Very Positive
717310,155,47,202,Mostly Positive
1966880,86,12,98,Very Positive
949900,0,0,0,No user reviews
1209460,380,116,496,Mostly Positive
2407200,6,0,6,6 user reviews
728530,1582,151,1733,Very Positive
359220,254,101,355,Mostly Positive
645820,26,12,38,Mixed
39630,86,38,124,Mixed
431710,184,20,204,Very Positive
621830,604,244,848,Mostly Positive
33172,0,0,0,No user reviews
1502190,211,61,272,Mostly Positive
1967791,3,0,3,3 user reviews
281990,55255,6691,61946,Very Positive
1700870,997,86,1083,Very Positive
285130,37,24,61,Mixed
909720,45,19,64,Mostly Positive
433840,6,11,17,Mostly Negative
1038620,29,20,49,Mixed
804860,13,7,20,Mixed
1521130,21,13,34,Mixed
1205240,119,15,134,Very Positive
22086,0,0,0,No user reviews
571810,4,1,5,5 user reviews
256330,262,130,392,Mixed
516440,4,1,5,5 user reviews
140688,0,0,0,No user reviews
690140,107,54,161,Mixed
1602660,21,7,28,Mostly Positive
22085,0,0,0,No user reviews
1256710,2,6,8,8 user reviews
366260,144,27,171,Very Positive
465870,17,11,28,Mixed
294100,87312,1636,88948,Overwhelmingly Positive
206610,18,48,66,Mostly Negative
2228390,7,5,12,Mixed
2467361,0,0,0,No user reviews
1109480,1,0,1,1 user reviews
929106,72,26,98,Mostly Positive
1318970,82,5,87,Very Positive
310060,875,154,1029,Very Positive
94590,307,48,355,Very Positive
1196420,32,1,33,Positive
2148904,6,4,10,Mixed
351710,1286,120,1406,Very Positive
1205240,119,15,134,Very Positive
824460,28,1,29,Positive
549240,67,31,98,Mixed
1843010,1,0,1,1 user reviews
520440,3750,170,3920,Overwhelmingly Positive
1023970,40,14,54,Mostly Positive
1498210,27,4,31,Positive
1608550,38,14,52,Mostly Positive
691590,8,8,16,Mixed
757320,1763,120,1883,Very Positive
813390,12,1,13,Positive
1178400,90,32,122,Mostly Positive
6810,256,42,298,Very Positive
2362300,299,124,423,Mostly Positive
2199370,9,10,19,Mixed
1882110,8,0,8,8 user reviews
235380,684,723,1407,Mixed
1564700,5,9,14,Mostly Negative
865820,176,20,196,Very Positive
353940,14,6,20,Mostly Positive
31170,345,45,390,Very Positive
304540,13,7,20,Mixed
9709,0,0,0,No user reviews
570940,28061,3124,31185,Very Positive
575310,8,8,16,Mixed
1443660,2,0,2,2 user reviews
2192770,0,0,0,No user reviews
986130,4870,364,5234,Very Positive
9520,0,0,0,No user reviews
399600,29,3,32,Positive
501500,6,1,7,7 user reviews
1975590,1,1,2,2 user reviews
715190,65,15,80,Very Positive
1196210,0,0,0,No user reviews
1162208,34,5,39,Positive
13580,252,542,794,Mostly Negative
1303050,4,1,5,5 user reviews
1205240,119,15,134,Very Positive
1122690,51,23,74,Mixed
1057800,139,17,156,Very Positive
1279910,12,21,33,Mostly Negative
32740,33,9,42,Mostly Positive
1144170,0,1,1,1 user reviews
6208,0,0,0,No user reviews
21208,0,0,0,No user reviews
25808,20,0,20,Positive
850980,199,32,231,Very Positive
32730,59,29,88,Mixed
2146190,0,12,12,Negative
462250,2,4,6,6 user reviews
25816,2,0,2,2 user reviews
1222370,2276,931,3207,Mostly Positive
2246550,6,6,12,Mixed
619680,95,4,99,Very Positive
992176,47,9,56,Very Positive
345800,76,8,84,Very Positive
376680,344,72,416,Very Positive
773991,74,99,173,Mixed
925970,1,0,1,1 user reviews
838110,41,7,48,Positive
871980,1160,217,1377,Very Positive
1383600,0,0,0,No user reviews
815380,51,10,61,Very Positive
384500,165,56,221,Mostly Positive
40980,715,109,824,Very Positive
363960,8,10,18,Mixed
277270,43,27,70,Mixed
462620,49,4,53,Very Positive
801670,37,20,57,Mixed
302180,53,14,67,Mostly Positive
687900,9,6,15,Mixed
1196470,60,29,89,Mixed
376938,36,14,50,Mostly Positive
346230,0,0,0,No user reviews
18007,0,0,0,No user reviews
1676840,2236,586,2822,Mostly Positive
953580,329,187,516,Mixed
1090164,24,6,30,Positive
1966880,86,12,98,Very Positive
1174290,1,5,6,6 user reviews
1197440,1,3,4,4 user reviews
799751,13,23,36,Mostly Negative
2192770,0,0,0,No user reviews
650750,26,9,35,Mostly Positive
1550270,11,3,14,Mostly Positive
540590,1,2,3,3 user reviews
2195250,4989,4039,9028,Mixed
1112520,19,4,23,Positive
2192770,0,0,0,No user reviews
1358530,31,14,45,Mixed
911680,12,4,16,Mostly Positive
1205240,119,15,134,Very Positive
2192770,0,0,0,No user reviews
2313320,10,3,13,Mostly Positive
25814,2,1,3,3 user reviews
1020470,349,102,451,Mostly Positive
2062120,0,0,0,No user reviews
5177,0,0,0,No user reviews
903850,8,2,10,Positive
397950,7583,524,8107,Very Positive
563130,10,1,11,Positive
6840,159,142,301,Mixed
236690,3535,1021,4556,Mostly Positive
1556790,4007,646,4653,Very Positive
57696,12,3,15,Positive
13560,1341,191,1532,Very Positive
960240,3,0,3,3 user reviews
395260,17,1,18,Positive
735550,3,1,4,4 user reviews
970960,264,92,356,Mostly Positive
716660,21,8,29,Mostly Positive
325520,112,26,138,Very Positive
1966880,86,12,98,Very Positive
262940,675,83,758,Very Positive
306170,2,0,2,2 user reviews
2656490,0,0,0,No user reviews
63940,257,202,459,Mixed
772530,19,5,24,Mostly Positive
602960,19308,1012,20320,Overwhelmingly Positive
564251,2,6,8,8 user reviews
8196,0,0,0,No user reviews
1205240,119,15,134,Very Positive
1530500,0,0,0,No user reviews
21999,0,0,0,No user reviews
1130872,1,0,1,1 user reviews
909970,34,95,129,Mostly Negative
1024480,118,76,194,Mixed
1392840,1592,294,1886,Very Positive
394321,18,28,46,Mostly Negative
647560,24,17,41,Mixed
306391,29,19,48,Mixed
215971,1,3,4,4 user reviews
1648531,53,24,77,Mixed
249190,84,108,192,Mixed
1205240,119,15,134,Very Positive
1205240,119,15,134,Very Positive
1119710,49,12,61,Very Positive
1047180,60,47,107,Mixed
1968891,0,0,0,No user reviews
1021790,628,320,948,Mixed
1392840,1592,294,1886,Very Positive
345990,13,4,17,Mostly Positive
209190,315,42,357,Very Positive
1096900,531,94,625,Very Positive
2158250,59,90,149,Mostly Negative
1356222,4,1,5,5 user reviews
573070,15,6,21,Mostly Positive
1147100,45,39,84,Mixed
9850,48,28,76,Mixed
480640,244,145,389,Mixed
490370,228,38,266,Very Positive
353270,1365,65,1430,Overwhelmingly Positive
235580,661,36,697,Very Positive
1432220,28,18,46,Mixed
2690330,22,0,22,Positive
2192770,0,0,0,No user reviews
1162570,4,6,10,Mixed
1184480,443,38,481,Very Positive
1061880,114,46,160,Mostly Positive
244930,956,586,1542,Mixed
15591,0,0,0,No user reviews
1699950,0,0,0,No user reviews
1078840,8,2,10,Positive
848960,3,2,5,5 user reviews
1235763,5,3,8,8 user reviews
1012381,0,0,0,No user reviews
310490,84,17,101,Very Positive
411320,47,7,54,Very Positive
1078840,8,2,10,Positive
1173900,21,16,37,Mixed
1995890,160,21,181,Very Positive
256390,66,73,139,Mixed
2192770,0,0,0,No user reviews
1548750,117,17,134,Very Positive
1075041,17,1,18,Positive
1061880,114,46,160,Mostly Positive
2477010,38,31,69,Mixed
1356220,29,3,32,Positive
373750,143,12,155,Very Positive
1134010,12,17,29,Mixed
369150,312,59,371,Very Positive
1019450,56,37,93,Mixed
63942,0,0,0,No user reviews
226665,41,114,155,Mostly Negative
704880,18,14,32,Mixed
623140,10,1,11,Positive
1530502,0,0,0,No user reviews
466160,15,1,16,Positive
1048900,17,7,24,Mostly Positive
1072500,207,101,308,Mixed
61700,808,169,977,Very Positive
2192770,0,0,0,No user reviews
573790,40,5,45,Positive
284440,28,11,39,Mostly Positive
375250,112,11,123,Very Positive
1075190,653,271,924,Mostly Positive
1310410,0,0,0,No user reviews
1138660,745,80,825,Very Positive
889902,25,22,47,Mixed
1439620,1,0,1,1 user reviews
2192770,0,0,0,No user reviews
32450,438,93,531,Very Positive
1016960,259,65,324,Mostly Positive
402750,106,53,159,Mixed
790800,0,4,4,4 user reviews
1453900,20,8,28,Mostly Positive
2361660,0,0,0,No user reviews
960920,94,158,252,Mostly Negative
22678,0,0,0,No user reviews
2152880,11,4,15,Mostly Positive
1438150,18,4,22,Positive
20505,0,0,0,No user reviews
1238810,15586,6603,22189,Mostly Positive
526060,93,7,100,Very Positive
2192770,0,0,0,No user reviews
1628253,0,0,0,No user reviews
1479140,211,84,295,Mostly Positive
32720,49,12,61,Very Positive
1065491,17,4,21,Positive
1205480,129,39,168,Mostly Positive
1504980,0,0,0,No user reviews
35341,0,0,0,No user reviews
73010,253,95,348,Mostly Positive
2500470,44,0,44,Positive
1687960,34,4,38,Positive
366650,13,20,33,Mostly Negative
1163550,627,269,896,Mixed
366230,23,7,30,Mostly Positive
1087830,5,0,5,5 user reviews
547501,54,19,73,Mostly Positive
229480,620,96,716,Very Positive
1639040,20,0,20,Positive
1109480,1,0,1,1 user reviews
1891090,67,14,81,Very Positive
914110,53,44,97,Mixed
1028910,1,2,3,3 user reviews
1024160,84,3,87,Very Positive
1167300,15,15,30,Mixed
1218210,1793,244,2037,Very Positive
2192770,0,0,0,No user reviews
714080,232,59,291,Mostly Positive
553210,254,110,364,Mixed
1513940,0,0,0,No user reviews
1238762,3,0,3,3 user reviews
530780,168,107,275,Mixed
1469170,23,18,41,Mixed
746940,117,7,124,Very Positive
1205240,119,15,134,Very Positive
1059340,0,0,0,No user reviews
1647200,15,8,23,Mixed
2192770,0,0,0,No user reviews
2282090,4,0,4,4 user reviews
1034860,480,55,535,Very Positive
1205240,119,15,134,Very Positive
1281330,7,0,7,7 user reviews
1016790,337,107,444,Mostly Positive
1211470,28,12,40,Mostly Positive
1558360,2,2,4,4 user reviews
715380,150,60,210,Mostly Positive
1904160,39,5,44,Positive
2192770,0,0,0,No user reviews
36542,0,0,0,No user reviews
23841,0,0,0,No user reviews
1351261,38,27,65,Mixed
315660,1226,328,1554,Mostly Positive
1205240,119,15,134,Very Positive
1412570,0,0,0,No user reviews
1543760,0,0,0,No user reviews
24010,6927,2695,9622,Mostly Positive
1018020,240,74,314,Mostly Positive
315320,13,24,37,Mostly Negative
1281881,13,4,17,Mostly Positive
827250,10,3,13,Mostly Positive
475180,64,191,255,Mostly Negative
1526010,10,5,15,Mixed
347000,47,22,69,Mixed
1214810,9,2,11,Positive
1542110,58,12,70,Very Positive
486571,14,5,19,Mostly Positive
1085510,5929,641,6570,Very Positive
1341520,157,91,248,Mixed
354330,97,36,133,Mostly Positive
1066700,3,0,3,3 user reviews
227020,89,57,146,Mixed
991170,1091,189,1280,Very Positive
331600,1932,552,2484,Mostly Positive
1035050,86,15,101,Very Positive
322970,28,30,58,Mixed
215370,4,1,5,5 user reviews
1205240,119,15,134,Very Positive
661990,105,15,120,Very Positive
1334000,313,51,364,Very Positive
205630,35,8,43,Positive
1386730,87,13,100,Very Positive
370270,14,5,19,Mostly Positive
34870,2385,1101,3486,Mixed
216910,523,199,722,Mostly Positive
1932160,147,37,184,Mostly Positive
1286830,246,40,286,Very Positive
1205240,119,15,134,Very Positive
898750,1215,51,1266,Overwhelmingly Positive
42850,150,27,177,Very Positive
205638,7,4,11,Mixed
222615,0,0,0,No user reviews
1347970,799,35,834,Overwhelmingly Positive
1205240,119,15,134,Very Positive
508980,324,50,374,Very Positive
498240,5142,974,6116,Very Positive
415610,50,19,69,Mostly Positive
25811,2,1,3,3 user reviews
15941,0,0,0,No user reviews
590370,17,5,22,Mostly Positive
40950,2449,137,2586,Very Positive
354160,99,70,169,Mixed
640140,83,49,132,Mixed
1611600,3290,656,3946,Very Positive
277736,8,1,9,9 user reviews
780340,37,4,41,Positive
1303140,4,0,4,4 user reviews
1205240,119,15,134,Very Positive
398850,1924,80,2004,Overwhelmingly Positive
746820,3,4,7,7 user reviews
27561,0,0,0,No user reviews
310470,343,433,776,Mixed
25815,1,1,2,2 user reviews
1100410,190,163,353,Mixed
364370,11,10,21,Mixed
658850,1578,141,1719,Very Positive
108600,82193,5227,87420,Very Positive
1003890,1093,253,1346,Very Positive
536560,91,10,101,Very Positive
277758,3,1,4,4 user reviews
1522080,81,14,95,Very Positive
73057,8,0,8,8 user reviews
388420,62,10,72,Very Positive
658700,76,38,114,Mixed
294100,87312,1636,88948,Overwhelmingly Positive
909720,45,19,64,Mostly Positive
1574580,5621,252,5873,Overwhelmingly Positive
859530,0,0,0,No user reviews
27477,0,0,0,No user reviews
373370,105,150,255,Mixed
976570,10,13,23,Mixed
925460,139,4,143,Very Positive
1205240,119,15,134,Very Positive
251130,1259,105,1364,Very Positive
363930,1522,344,1866,Very Positive
23400,119,26,145,Very Positive
324070,47,10,57,Very Positive
553850,0,0,0,No user reviews
299480,85,54,139,Mixed
827610,17,5,22,Mostly Positive
12261,0,0,0,No user reviews
420000,695,228,923,Mostly Positive
204860,84,43,127,Mixed
1264340,22,10,32,Mixed
1096570,701,185,886,Mostly Positive
833040,956,63,1019,Very Positive
2028055,0,0,0,No user reviews
1065370,0,0,0,No user reviews
1531540,1130,521,1651,Mixed
241371,8,8,16,Mixed
73210,133,83,216,Mixed
2377000,289,8,297,Very Positive
1883600,0,0,0,No user reviews
606950,9,5,14,Mixed
1518150,1,2,3,3 user reviews
57620,104,105,209,Mixed
1050370,60,10,70,Very Positive
489610,157,24,181,Very Positive
1569970,7,1,8,8 user reviews
1137800,30,7,37,Positive
1476080,4,0,4,4 user reviews
32760,144,14,158,Very Positive
1051950,41,6,47,Positive
9710,30,42,72,Mixed
32640,124,14,138,Very Positive
1276760,1092,823,1915,Mixed
73183,4,1,5,5 user reviews
1054990,9,5,14,Mixed
2144730,3,0,3,3 user reviews
306398,14,6,20,Mostly Positive
911930,94,93,187,Mixed
656,0,0,0,No user reviews
1341280,0,0,0,No user reviews
962700,28,12,40,Mostly Positive
1392840,1592,294,1886,Very Positive
945710,521,157,678,Mostly Positive
744040,7,3,10,Mostly Positive
1015940,123,2,125,Very Positive
494360,82,13,95,Very Positive
205634,13,1,14,Positive
1755910,45,19,64,Mostly Positive
1089670,5,0,5,5 user reviews
279620,45,45,90,Mixed
222730,1815,503,2318,Mostly Positive
200440,23,16,39,Mixed
571310,1943,92,2035,Overwhelmingly Positive
1770080,267,173,440,Mixed
540870,14,6,20,Mostly Positive
412490,4,2,6,6 user reviews
721341,8,10,18,Mixed
966540,1,2,3,3 user reviews
232090,33490,4603,38093,Very Positive
2666340,10,10,20,Mixed
513710,24129,7890,32019,Mostly Positive
10270,167,131,298,Mixed
1115780,163,44,207,Mostly Positive
1286830,246,40,286,Very Positive
990050,318,87,405,Mostly Positive
46490,83,115,198,Mixed
1726520,76,33,109,Mixed
1069460,7,4,11,Mixed
1356240,55,66,121,Mixed
2330180,3,1,4,4 user reviews
255280,323,135,458,Mostly Positive
25057,0,0,0,No user reviews
398530,5,4,9,9 user reviews
1937510,2,1,3,3 user reviews
1354960,65,7,72,Very Positive
6481,0,0,0,No user reviews
24410,11,9,20,Mixed
446870,3,8,11,Mostly Negative
3479,0,0,0,No user reviews
2192770,0,0,0,No user reviews
2192770,0,0,0,No user reviews
931720,0,0,0,No user reviews
2393020,14,6,20,Mostly Positive
372360,2108,384,2492,Very Positive
306397,10,14,24,Mixed
1205240,119,15,134,Very Positive
1112240,22,12,34,Mixed
919640,2880,735,3615,Mostly Positive
366650,13,20,33,Mostly Negative
504460,7,1,8,8 user reviews
48720,2495,548,3043,Very Positive
1397790,360,16,376,Very Positive
272510,1434,382,1816,Mostly Positive
256070,49,11,60,Very Positive
221830,147,33,180,Very Positive
1161421,23,9,32,Mostly Positive
1392840,1592,294,1886,Very Positive
215372,2,0,2,2 user reviews
306394,9,7,16,Mixed
1409830,0,0,0,No user reviews
1582990,4,1,5,5 user reviews
1205240,119,15,134,Very Positive
833270,16,1,17,Positive
952891,41,7,48,Positive
798510,543,95,638,Very Positive
1286830,246,40,286,Very Positive
957720,225,37,262,Very Positive
363950,58,35,93,Mixed
703180,57,12,69,Very Positive
33633,0,0,0,No user reviews
1315350,9,1,10,Positive
555000,265,29,294,Very Positive
978951,20,3,23,Positive
1790540,0,0,0,No user reviews
543900,1362,746,2108,Mixed
1522080,81,14,95,Very Positive
1229880,38,11,49,Mostly Positive
336030,11,6,17,Mixed
283530,1,6,7,7 user reviews
39520,110,71,181,Mixed
1205240,119,15,134,Very Positive
433750,19,16,35,Mixed
1049440,33,11,44,Mostly Positive
1113410,970,953,1923,Mixed
1205240,119,15,134,Very Positive
622770,75,50,125,Mixed
232090,33490,4603,38093,Very Positive
919410,55,18,73,Mostly Positive
1011390,369,70,439,Very Positive
475150,6211,640,6851,Very Positive
1872550,13,21,34,Mostly Negative
438080,108,29,137,Mostly Positive
382410,7,9,16,Mixed
1115580,29,0,29,Positive
1205240,119,15,134,Very Positive
1388580,34,14,48,Mostly Positive
887570,1716,155,1871,Very Positive
1778820,0,0,0,No user reviews
32680,188,25,213,Very Positive
714080,232,59,291,Mostly Positive
553520,925,228,1153,Very Positive
1877370,8,6,14,Mixed
277460,180,46,226,Mostly Positive
1115750,0,0,0,No user reviews
1205240,119,15,134,Very Positive
436121,12,23,35,Mostly Negative
1455450,39,7,46,Positive
1176470,2730,575,3305,Very Positive
1227700,1141,220,1361,Very Positive
331160,554,84,638,Very Positive
65730,148,97,245,Mixed
1708320,5,0,5,5 user reviews
1153600,1,0,1,1 user reviews
1334780,8,6,14,Mixed
271760,276,78,354,Mostly Positive
205637,10,2,12,Positive
2192770,0,0,0,No user reviews
611370,16,1,17,Positive
1543420,31,3,34,Positive
234880,4,0,4,4 user reviews
666140,10425,828,11253,Very Positive
1202970,50,12,62,Very Positive
623920,17,21,38,Mixed
1096930,149,14,163,Very Positive
1523630,0,0,0,No user reviews
1696300,0,1,1,1 user reviews
528950,4,3,7,7 user reviews
330020,5411,612,6023,Very Positive
1137801,32,11,43,Mostly Positive
227760,123,64,187,Mixed
1265720,3,8,11,Mostly Negative
690180,37,1,38,Positive
1488200,5449,273,5722,Overwhelmingly Positive
306171,1,0,1,1 user reviews
1205240,119,15,134,Very Positive
384310,110,40,150,Mostly Positive
277630,53,12,65,Very Positive
1336490,8906,336,9242,Overwhelmingly Positive
1804440,0,2,2,2 user reviews
1247290,64,23,87,Mostly Positive
21800,417,106,523,Mostly Positive
25800,768,111,879,Very Positive
222940,1505,160,1665,Very Positive
2192770,0,0,0,No user reviews
1599030,1,0,1,1 user reviews
277650,42,12,54,Mostly Positive
299950,340,97,437,Mostly Positive
2691560,0,0,0,No user reviews
545070,1,1,2,2 user reviews
447120,439,133,572,Mostly Positive
1417890,32,0,32,Positive
258671,3,1,4,4 user reviews
619680,95,4,99,Very Positive
650510,336,127,463,Mostly Positive
373150,35,16,51,Mixed
1836450,0,0,0,No user reviews
262210,50,7,57,Very Positive
300380,4052,749,4801,Very Positive
1040190,5,0,5,5 user reviews
1781510,45,66,111,Mixed
1058450,1242,164,1406,Very Positive
1635590,125,22,147,Very Positive
1244781,42,70,112,Mostly Negative
33955,0,0,0,No user reviews
322540,14,23,37,Mostly Negative
248710,44,181,225,Very Negative
1773560,10,3,13,Mostly Positive
1252710,93,51,144,Mixed
996970,0,0,0,No user reviews
13540,525,136,661,Mostly Positive
617960,7,8,15,Mixed
975370,17970,850,18820,Overwhelmingly Positive
824270,16720,1179,17899,Very Positive
1413580,19,7,26,Mostly Positive
1649880,125,17,142,Very Positive
636502,8,1,9,9 user reviews
555120,11,0,11,Positive
1025600,1503,229,1732,Very Positive
279560,12,9,21,Mixed
610370,3256,125,3381,Overwhelmingly Positive
2192770,0,0,0,No user reviews
1205240,119,15,134,Very Positive
270770,19,37,56,Mostly Negative
1312060,56,1,57,Very Positive
603460,3,1,4,4 user reviews
22100,1736,161,1897,Very Positive
65610,82,99,181,Mixed
840390,110,105,215,Mixed
1205240,119,15,134,Very Positive
1304930,16209,857,17066,Very Positive
1072480,188,109,297,Mixed
1205240,119,15,134,Very Positive
2292260,0,0,0,No user reviews
332250,56,28,84,Mixed
1668110,30,13,43,Mixed
614580,156,45,201,Mostly Positive
860233,0,0,0,No user reviews
18277,0,0,0,No user reviews
1205240,119,15,134,Very Positive
758730,101,16,117,Very Positive
792570,0,0,0,No user reviews
1969380,48,39,87,Mixed
1579991,70,36,106,Mixed
1606210,31,1,32,Positive
458510,8,5,13,Mixed
958370,185,18,203,Very Positive
527010,2,0,2,2 user reviews
347830,1111,132,1243,Very Positive
206712,2,2,4,4 user reviews
1059820,46,65,111,Mixed
1492360,177,65,242,Mostly Positive
222221,3,1,4,4 user reviews
396900,1658,230,1888,Very Positive
333490,3,1,4,4 user reviews
2705130,0,0,0,No user reviews
729640,9,0,9,9 user reviews
1330520,0,1,1,1 user reviews
552500,33841,3895,37736,Very Positive
231330,389,134,523,Mostly Positive
234390,659,78,737,Very Positive
580720,528,72,600,Very Positive
2199620,1,0,1,1 user reviews
1378020,90,14,104,Very Positive
1129580,11645,1333,12978,Very Positive
774761,0,1,1,1 user reviews
226840,3582,775,4357,Very Positive
1137802,33,6,39,Positive
266330,14,17,31,Mixed
1466820,1,2,3,3 user reviews
1094310,10,0,10,Positive
1479630,21,3,24,Positive
91106,2,0,2,2 user reviews
1189730,3,3,6,6 user reviews
1388860,17,6,23,Mostly Positive
1295500,1856,217,2073,Very Positive
